"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@rubesann Salud Ruben ! <ed><a0><bc><ed><bd><bb>",FALSE,1,"rubesann",2017-11-02 07:06:50,FALSE,"925923837438345216","925982514417754112","277537626","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"2","@Al12loin @AudreyPirault Bien jou<c3><a9> ! <ed><a0><bd><ed><b8><8f>",FALSE,0,"Al12loin",2017-11-02 02:57:19,FALSE,"924932449490137089","925919721656025089","294846533","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"3","The #DayoftheDead the Dead is about celebrating the lives of those who have passed on, with treats they most enjoye<e2><80><a6> https://t.co/LwoaqAFHGk",FALSE,6,NA,2017-11-02 01:52:53,TRUE,NA,"925903510150901760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",1,FALSE,FALSE,NA,NA
"4","@bencoshi @Remsanddams Tsingtao a tout moment !",FALSE,3,"bencoshi",2017-11-01 09:57:55,FALSE,"919857259500449792","925663184245198848","197195208","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",1,FALSE,FALSE,NA,NA
"5","@MoveEat <ed><a0><bd><ed><b8><8f>",FALSE,0,"MoveEat",2017-11-01 09:57:30,FALSE,"923052440076931072","925663078976507904","131871433","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"6","@franckstassi @Malteurop <ed><a0><bd><ed><b8><ae>",FALSE,0,"franckstassi",2017-11-01 09:57:05,FALSE,"923436509075853312","925662971661037569","116535904","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"7","@Alexis09781005 @agatheauproux Sant<c3><a9> !",FALSE,0,"Alexis09781005",2017-11-01 09:56:35,FALSE,"923911109001859074","925662849476722688","744773744867016704","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"8","@aaronasas Siempre cae bien una Tsingtao despu<c3><a9>s de un d<c3><ad>a pesado!",FALSE,0,"aaronasas",2017-11-01 08:07:37,FALSE,"923545770023968770","925635426202914816","1523661289","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"9","@alvarezmsc Tsingtao contiene 20 ppm de gluten, lo que significa que es adecuado para celiacos. Sin embargo, te rec<e2><80><a6> https://t.co/OPznTxd7QP",FALSE,0,"alvarezmsc",2017-11-01 08:02:42,TRUE,"925474996088115201","925634189180985344","382644933","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"10","@whwy24 Ultimate fear! <ed><a0><bd><ed><b8><a9><ed><a0><bd><ed><b8><a9>",FALSE,0,"whwy24",2017-10-31 01:58:23,FALSE,"924924082696499200","925180117437026306","1131550550","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"11","@sianosborne1 Cheers to you Sian for all your hard work!  <ed><a0><bc><ed><bd><bb><e2><98><ba><ef><b8><8f>",FALSE,0,"sianosborne1",2017-10-31 01:54:24,FALSE,"925019623665184768","925179116311195648","102799614","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"12","@Chief_Ali22 @YesJulz Enjoy <ed><a0><bc><ed><bd><bb>",FALSE,2,"Chief_Ali22",2017-10-31 01:49:32,FALSE,"925108567861891072","925177891226312704","377049056","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"13","How will you #GoScareYourself this Halloween? <ed><a0><bc><ed><be><83> https://t.co/dVXLyddjhY",FALSE,149,NA,2017-10-30 08:40:21,FALSE,NA,"924918885932965888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",27,FALSE,FALSE,NA,NA
"14","Tsingtao is a beer for those not afraid to grab hold of life<e2><80><99>s opportunities.

Keep your eyes peeled for our upcomi<e2><80><a6> https://t.co/nY0bZlwQDO",FALSE,1,NA,2017-10-30 08:22:28,TRUE,NA,"924914385721507840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"15","@Rpaka15 <d9><a9>(<e0><b9><91><c2><b4>3<ef><bd><80><e0><b9><91>)<db><b6>",FALSE,0,"Rpaka15",2017-10-30 06:02:22,FALSE,"924579520803356672","924879130973282304","3811084152","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",1,FALSE,FALSE,NA,NA
"16","@i_luv_u_kai (<c2><b4><e2><97><94><e0><b1><aa><e2><97><94>)<db><b6>",FALSE,0,"i_luv_u_kai",2017-10-30 06:01:39,FALSE,"916639776609943553","924878949988966400","745116843904376838","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"17","@Doonggle_zzi <ec><98><a4><ed><98><b8><eb><9d><bc> (<c2><b4><e2><97><94><e0><b1><aa><e2><97><94>)<db><b6>",FALSE,1,"Doonggle_zzi",2017-10-30 06:01:31,FALSE,"917428597547085824","924878915209854976","3079473950","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"18","@rusiean <e3><85><87><e3><85><85>&lt;)b",FALSE,0,"rusiean",2017-10-30 06:01:09,FALSE,"919211078633996288","924878824428396544","696648722676064257","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"19","@punia9558 (<e0><b9><91><e2><80><a2><cc><81> <e2><82><83> <e2><80><a2><cc><80><e0><b9><91>)",FALSE,0,"punia9558",2017-10-30 06:00:52,FALSE,"922039368633556993","924878751132872706","2545238611","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"20","@waaaaatcher (&gt;<e2><96><bc>&lt;)bb",FALSE,0,"waaaaatcher",2017-10-30 06:00:33,FALSE,"923488698926219265","924878672984604672","729245762681327617","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"21","@bluegomi_15 (<c2><b4><ef><bd><a5><d0><94><ef><bd><a5>)<e3><80><8d>",FALSE,0,"bluegomi_15",2017-10-30 06:00:23,FALSE,"923907956114046977","924878630936707073","747992974592610304","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"22","@Kkuniss @i3works (<c3><b3><ef><b9><8f><c3><b2><ef><bd><a1>)",FALSE,1,"Kkuniss",2017-10-30 06:00:14,FALSE,"923896901065351169","924878591954862080","2273979386","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"23","@Tesory9697 <eb><a7><9e><ec><95><84><ec><9a><94>. <ec><a4><91><ea><b5><ad><ec><97><90><ec><84><a0> <ec><8b><a4><ec><98><a8><eb><b3><b4><ea><b4><80> <eb><a7><a5><ec><a3><bc><ea><b0><80> <ea><b8><b0><eb><b3><b8><ec><98><b5><ec><85><98><ec><9d><b4><eb><9d><bc>..<e3><84><b7><e3><84><b7>",FALSE,0,"Tesory9697",2017-10-30 05:59:45,FALSE,"924865935105597440","924878472555532288","141100561","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"24","@KangKyuSung @nool4th <ec><86><94><ea><b9><8c> <eb><b2><84>*<ec><99><80><ec><9d><b4><ec><a0><80><eb><82><98> <ed><95><98>*<eb><84><a4><ec><bc><84> <ec><a0><95><eb><8f><84> <ec><9d><b8><ec><a7><80><eb><8f><84><eb><8a><94> <ec><95><88><eb><90><98><ec><a7><80><eb><a7><8c> <eb><82><98><eb><a6><84> <ec><9d><b8><ec><a7><80><eb><8f><84> <ec><9e><88><ec><8a><b5><eb><8b><88><eb><8b><a4> <e2><8a><bf>(<c2><b4><ef><bd><a5>_<ef><bd><a5>`)",FALSE,0,"KangKyuSung",2017-10-30 05:59:07,FALSE,"924840666198245377","924878310475051008","124211034","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",0,FALSE,FALSE,NA,NA
"25","@JKS_miniimo @iheemang <e3><81><a5>_<e3><81><a9>)",FALSE,0,"JKS_miniimo",2017-10-30 01:50:00,FALSE,"924176485430083584","924815619697938433","327474525","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"26","@Bath_113 @peachdani961210 <e3><83><be>(<e0><b9><91><e2><95><b9><e2><97><a1><e2><95><b9>)<ef><be><89>""",FALSE,0,"Bath_113",2017-10-30 01:49:46,FALSE,"923882155825971200","924815558624681984","904135901210480640","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"27","@bullhandang___ <eb><82><98><eb><a6><84> <ec><8b><a0><ec><84><a0><ed><95><98><ec><a7><80> <ec><95><8a><ec><95><98><eb><82><98><ec><9a><94>? <e3><83><bd>(<ef><bc><9b><e2><96><bd><ef><bc><9b>)<e3><83><8e>",FALSE,0,"bullhandang___",2017-10-30 01:49:19,FALSE,"923864512091930624","924815446808727552","890070737251438592","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"28","@peachdani961210 @Bath_113 ( <e2><80><a2><cc><80><e3><85><81><e2><80><a2><cc><81>;)  <eb><a0><88><ec><95><8c><ec><b0><b8><ed><8a><b8><eb><a3><a8>...",FALSE,0,"peachdani961210",2017-10-30 01:48:57,FALSE,"923881373235949569","924815355272314880","896590358234058753","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"29","@chickahoy69 <ed><95><98><ea><b8><b4> 2014<eb><85><84><ec><97><90> <ed><9d><a5><ed><95><9c><ea><b1><b8> <ec><95><84><ec><a7><81><eb><8f><84> <eb><af><b8><eb><8a><94><ea><b1><b4> <ec><a2><80> <ec><98><ac><eb><93><9c><ed><95><98><ec><a3><a0>. <ec><97><ac><ea><b8><b0><eb><b3><b4><eb><a9><b4> <ec><98><88><ec><a0><84><ec><97><90> <eb><a0><88><ec><a0><84><eb><93><9c><eb><b0><98><ec><97><b4><ec><97><90> <ec><98><ac><eb><9d><bc><ec><84><9c> https://t.co/OQv3DEF5Mw",FALSE,1,"chickahoy69",2017-10-30 01:45:59,FALSE,"924665451338129408","924814606752661504","408970468","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",1,FALSE,FALSE,NA,NA
"30","@musicwhatmusic Cheers for the love! <ed><a0><bc><ed><bd><bb>",FALSE,0,"musicwhatmusic",2017-10-30 00:58:18,FALSE,"924346974798786561","924802607801085952","127492538","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"31","It<e2><80><99>s spin the bottle time. Ready to #GoDareYourself? 

@tag the lucky someone you want to pucker up for ;) https://t.co/W87T6Bvpox",FALSE,8,NA,2017-10-27 05:39:01,FALSE,NA,"923786090275733505",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",3,FALSE,FALSE,NA,NA
"32","@indiattitude @Attitude_Events Props to you Amit! <ed><a0><bc><ed><bd><ba> <ed><a0><bc><ed><bd><ba>",FALSE,0,"indiattitude",2017-10-27 01:49:46,FALSE,"923438109236195329","923728395971846144","322479927","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"33","Living that #DigitalNomad dream! 

Where would you love to spend your working day? https://t.co/JxT6kAMb4z",FALSE,4,NA,2017-10-26 01:51:03,FALSE,NA,"923366333479186432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",2,FALSE,FALSE,NA,NA
"34","@SeoulSausage That's what we do <ed><a0><bc><ed><bd><ba>",FALSE,0,"SeoulSausage",2017-10-25 02:03:36,FALSE,"922827704881127431","923007103698026496","160842774","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"35","@ladybasco @SeoulSausage Sounds like a deal <ed><a0><bd><ed><b8><81>",FALSE,1,"ladybasco",2017-10-24 02:00:21,FALSE,"922476172881027072","922643896609460224","28417618","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"36","Hong Kong, are you ready to #GoDareYourself? 

Keep your eyes peeled for our fantastic new contest launching worldw<e2><80><a6> https://t.co/D8LoDiT69e",FALSE,8,NA,2017-10-24 01:31:54,TRUE,NA,"922636738928951296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tsingtao",3,FALSE,FALSE,NA,NA
"37","@lindotski Big love straight back at you! <ed><a0><bd><ed><b8><9a>",FALSE,0,"lindotski",2017-10-23 02:17:19,FALSE,"921686793115897856","922285780113948672","2911589925","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"38","@jrsp20 @DonnieDoesWorld @Spencer_Brooks It sure does!",FALSE,1,"jrsp20",2017-10-23 02:16:41,FALSE,"921817308158242816","922285619904163847","405852079","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"39","Sometimes you have to ride out the storm to finally see the light. #TheRightMove https://t.co/sjmGjF3NbB",FALSE,632,NA,2017-10-20 04:02:51,FALSE,NA,"921225172308213760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tsingtao",213,FALSE,FALSE,NA,NA
"40","@michudaura A good movie and a Tsingtao, the best way to be :)",FALSE,3,"michudaura",2017-10-19 01:44:56,FALSE,"920127053130645504","920828077940277248","127050073","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"41","@drewurl @engelauren Cheers to you Yung <ed><a0><bc><ed><bd><bb>",FALSE,0,"drewurl",2017-10-18 02:30:52,FALSE,"918679523863928833","920477250688036864","434025600","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"42","@whwy24 Glad to be of service Wang <e2><98><ba><ef><b8><8f>",FALSE,1,"whwy24",2017-10-18 02:27:30,FALSE,"920149103589318656","920476401043755008","1131550550","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"43","That refreshing Tsingtao taste is universal!
 
But how do you say cheers in your language? https://t.co/vTTlKrrlqB",FALSE,18,NA,2017-10-18 02:12:35,FALSE,NA,"920472648982790144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",2,FALSE,FALSE,NA,NA
"44","Where are we most likely to find you sippin' on a Tsingtao?",FALSE,154,NA,2017-10-17 02:06:19,FALSE,NA,"920108682288939008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",16,FALSE,FALSE,NA,NA
"45","Showing off your choice of beer for all to see? Definitely #TheRightMove! :P https://t.co/9yD5FSBe5o",FALSE,4,NA,2017-10-13 10:04:18,FALSE,NA,"918779422131462144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"46","Time for friends, time for Tsingtao!  #TheRightMove https://t.co/xMUr5f8Pxr",FALSE,2,NA,2017-10-11 01:40:25,FALSE,NA,"917927837335564288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",3,FALSE,FALSE,NA,NA
"47","@BJS_Official If only... cheers Barry <ed><a0><bc><ed><bd><bb>",FALSE,1,"BJS_Official",2017-10-11 01:29:13,FALSE,"917639720397627392","917925018843189248","406111421","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"48","@rubesann Woooaaa <ed><a0><bc><ed><bd><ba><ed><a0><bd><ed><b8><9d>!!!!",FALSE,1,"rubesann",2017-10-10 01:07:07,FALSE,"915422044098928640","917557071498932225","277537626","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"49","@shanghaishaw @empitty @empitty knows ;)",FALSE,1,"shanghaishaw",2017-10-10 01:06:20,FALSE,"917373099632246784","917556870751162369","768995599","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"50","Ladies' night is always a blast with a box of Tsingtao on your arm! https://t.co/s58gShbM2g",FALSE,3,NA,2017-10-09 12:33:28,FALSE,NA,"917367407206834177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"51","Tsingtao, bringing a smile to man and machine ;) https://t.co/662fWvcHKs",FALSE,14,NA,2017-10-06 13:02:43,FALSE,NA,"916287606492512261",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",3,FALSE,FALSE,NA,NA
"52","After every storm, the sun always shines. #TheRightMove https://t.co/VVnTJ38K6v",FALSE,11,NA,2017-10-05 03:30:40,FALSE,NA,"915781256666791937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",2,FALSE,FALSE,NA,NA
"53","Why not treat yourself to a bottle? Wishing you a happy Moon Festival from the Tsingtao team! https://t.co/Ljy82K8AXc",FALSE,16,NA,2017-10-04 03:26:59,FALSE,NA,"915417943093141504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",8,FALSE,FALSE,NA,NA
"54","Though those summer days seem far away, let's bask in the memory of those beating rays! https://t.co/nFbGhdwaoZ",FALSE,3,NA,2017-10-02 04:41:32,FALSE,NA,"914711925832998912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",2,FALSE,FALSE,NA,NA
"55","These are the times we will never forget. #TheRightMove https://t.co/y64VNds0CH",FALSE,8,NA,2017-09-30 06:52:56,FALSE,NA,"914020218212540416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",1,FALSE,FALSE,NA,NA
"56","The perfect partner when you're striking a pose! ;) https://t.co/CCKoX4jmEB",FALSE,3,NA,2017-09-28 11:30:01,FALSE,NA,"913365173779415040",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",2,FALSE,FALSE,NA,NA
"57","When you find yourself somewhere unfamiliar, a little time and a bottle of Tsingtao make all the difference!<e2><80><a6> https://t.co/XnbxFFmdu0",FALSE,4,NA,2017-09-28 02:10:56,TRUE,NA,"913224475323228160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",1,FALSE,FALSE,NA,NA
"58","Why not share your own incredible before-and-after? Tweet #TsingtaoBeforeAndAfter with your photo for the chance to<e2><80><a6> https://t.co/4BLAD7i8uq",FALSE,205,NA,2017-09-25 09:44:24,TRUE,NA,"912251429061935104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",62,FALSE,FALSE,NA,NA
"59","@Lamu12283391 @denniegordon @jodilynn19 @Daemon_Black_ @Leorehayon Eh ouais ! <ed><a0><bd><ed><b8><9c>",FALSE,0,"Lamu12283391",2017-09-25 02:46:22,FALSE,"912019601613115394","912146228183470080","897126316486643716","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"60","All good art is a product of inspiration! #Tsingtao https://t.co/2v6VoYt35a",FALSE,10,NA,2017-09-22 03:44:14,FALSE,NA,"911073628191518720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",6,FALSE,FALSE,NA,NA
"61","@Leorehayon Our pleasure, we couldn't have chosen a better face for our brand :)!",FALSE,2,"Leorehayon",2017-09-20 11:39:43,FALSE,"910176543342596096","910468511079763968","248964168","<a href=""https://manager.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","tsingtao",0,FALSE,FALSE,NA,NA
"62","@denniegordon @jodilynn19 @Daemon_Black_ @Leorehayon Glad to hear that! We're very grateful to you &amp; your team. Do<e2><80><a6> https://t.co/15yHBVvgmv",FALSE,2,"denniegordon",2017-09-20 07:48:29,TRUE,"910139521022361600","910410318530068481","103453676","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",1,FALSE,FALSE,NA,NA
"63","When the opportunity arises, Tsingtao is always #TheRightMove. Let<e2><80><99>s raise a bottle to @denniegordon @jodilynn19<e2><80><a6> https://t.co/47Q2zJgEfw",FALSE,680,NA,2017-09-19 11:28:41,TRUE,NA,"910103348291952640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",203,FALSE,FALSE,NA,NA
"64","@jodilynn19 We'd love it if you would retweet or interact with us there!",FALSE,0,"jodilynn19",2017-09-18 08:51:03,FALSE,NA,"909701288656486400","74191706","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"65","@jodilynn19  Hi Jodi, thanks for all your hard work on our new brand film! We will @tag when we tweet the video tomorrow at 7.19am (EDT)",FALSE,0,"jodilynn19",2017-09-18 08:49:58,FALSE,NA,"909701015347138560","74191706","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"66","@Daemon_Black_ Hey Pepe, we'd like to thank you for all your hard work on our brand film. We will post tomorrow on TW and @tag you!",FALSE,0,"Daemon_Black_",2017-09-18 08:40:04,FALSE,NA,"909698524958224384","1021277706","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"67","@denniegordon Tomorrow we will be launching the fantastic new brand film you directed for us at Tsingtao! Please follow us here on Twitter.",FALSE,0,"denniegordon",2017-09-18 07:59:26,FALSE,NA,"909688301581361157","103453676","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"68","Watch the next big match with a refreshing Tsingtao! https://t.co/WOY9ot5yTm",FALSE,8,NA,2017-09-15 10:15:01,FALSE,NA,"908635258752401408",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tsingtao",4,FALSE,FALSE,NA,NA
"69","It takes courage to move to a new city. In the new Tsingtao brand film, we see how much courage it takes.<e2><80><a6> https://t.co/sIJyGyR8I7",FALSE,3,NA,2017-09-13 02:45:51,TRUE,NA,"907797446444466176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tsingtao",1,FALSE,FALSE,NA,NA
"70","@Leorehayon We were so happy to work with you on this film, Leore. And we hear it's only a few more days until your birthday! <ed><a0><bc><ed><be><82>",FALSE,1,"Leorehayon",2017-09-12 08:50:06,FALSE,"907443824078622720","907526724035911680","248964168","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"71","Unwind after tonight's shift with a #Tsingtao! https://t.co/BdVO0nrWsp",FALSE,10,NA,2017-09-11 02:22:52,FALSE,NA,"907066884142465024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",4,FALSE,FALSE,NA,NA
"72","@BeerAdvocate I'm drinking Tsingtao!",FALSE,0,"BeerAdvocate",2017-09-08 09:08:27,FALSE,"905255878516916224","906081791601033217","15205798","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tsingtao",0,FALSE,FALSE,NA,NA
"73","Based on the storyboard images from the film production below, can you imagine what sort of adventure lies ahead?<e2><80><a6> https://t.co/qSiJPtEeQI",FALSE,4,NA,2017-09-08 09:08:24,TRUE,NA,"906081776459702272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tsingtao",3,FALSE,FALSE,NA,NA
"74","@Arulus75 Thanks for enjoying Tsingtao! Kippis! <ed><a0><bc><ed><bd><bb>",FALSE,1,"Arulus75",2017-09-08 08:52:11,FALSE,"906064112731467776","906077695296995331","2571694795","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"75","@squampton Last I checked, we have more than 4 thousand followers. I think you're referring to the number of accounts we follow. <ed><a0><bd><ed><b9><82>",FALSE,0,"squampton",2017-09-06 07:55:40,FALSE,"905269485904347136","905338696706035712","14503919","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"76","#Throwback to the Tsingtao International Beer Festival! Exploring Qingdao, learning about brewing, and drinking ple<e2><80><a6> https://t.co/biMOtoPI8o",FALSE,9,NA,2017-09-06 02:23:40,TRUE,NA,"905255147407687680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tsingtao",5,FALSE,FALSE,NA,NA
"77","@theSteveCarton Because 5 = V !<ed><a0><bd><ed><b8><82>",FALSE,0,"theSteveCarton",2017-09-04 03:45:38,FALSE,"904547849827954692","904551000270192641","314591019","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"78","@Alejand22397628 Qingdao, Chine",FALSE,0,"Alejand22397628",2017-09-04 03:25:29,FALSE,"884169246649049088","904545926089342976","824115654999449600","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"79","@Alfering @ALDIAustralia Enjoy!",FALSE,1,"Alfering",2017-09-04 02:35:26,FALSE,"904238179259056128","904533334339895297","314513646","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",0,FALSE,FALSE,NA,NA
"80","Here are a few storyboard images from the soon-to-be-released Tsingtao brand film! #TheRightMove is coming soon. <ed><a0><bd><ed><b3><9d><ed><a0><bd><ed><b3><bd><ef><b8><8f> https://t.co/4kpSBy5dCz",FALSE,3,NA,2017-09-04 02:31:50,FALSE,NA,"904532427091058690",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tsingtao",2,FALSE,FALSE,NA,NA
